ticket_id,created_at,updated_at,customer_id,product,category,description,severity
249,2024-11-06,2024-11-06 06:00:00,1475,MobileApp,Billing,User cannot reset password,Medium
250,2024-07-15,2024-07-15 05:00:00,1869,API,Data Integrity,Dropdown not working on checkout page,Low
251,2024-09-15,2024-09-17 05:00:00,1022,API,Authentication,Data mismatch between dashboard and export,Medium
252,2024-02-22,2024-02-23 13:00:00,1713,API,Data Integrity,Data mismatch between dashboard and export,Medium
253,2024-03-23,2024-03-23 17:00:00,1084,Database,UI,Dropdown not working on checkout page,High
254,2024-03-18,2024-03-18 01:00:00,1050,MobileApp,Authentication,API returns 500 error when fetching orders,Low
255,2024-06-21,2024-06-21 04:00:00,1445,MobileApp,Authentication,Data mismatch between dashboard and export,Low
256,2024-10-14,2024-10-15 10:00:00,1347,WebPortal,Billing,Database query timeout on report generation,Medium
257,2024-04-04,2024-04-05 15:00:00,1153,Database,Data Integrity,Button misaligned on profile page,Low
258,2024-09-06,2024-09-07 10:00:00,1437,MobileApp,Billing,Dropdown not working on checkout page,Low
259,2024-04-27,2024-04-27 03:00:00,1890,API,Authentication,User cannot reset password,High
260,2024-11-01,2024-11-01 12:00:00,1960,Database,Performance,User cannot reset password,Critical
261,2024-02-23,2024-02-23 05:00:00,1989,API,Data Integrity,User cannot reset password,Critical
262,2024-08-09,2024-08-11 09:00:00,1400,API,Performance,Payment page is very slow,Low
263,2024-04-21,2024-04-22 23:00:00,1918,Database,Authentication,Data mismatch between dashboard and export,Medium
264,2024-07-25,2024-07-25 14:00:00,1577,MobileApp,Authentication,User cannot reset password,High
265,2024-03-15,2024-03-17 03:00:00,1102,WebPortal,Data Integrity,Data mismatch between dashboard and export,Critical
266,2024-07-10,2024-07-11 14:00:00,1305,WebPortal,Data Integrity,Data mismatch between dashboard and export,Low
267,2024-04-07,2024-04-08 06:00:00,1334,WebPortal,UI,Button misaligned on profile page,Low
268,2024-12-12,2024-12-14 03:00:00,1446,MobileApp,UI,Button misaligned on profile page,Low
269,2024-11-03,2024-11-04 14:00:00,1480,API,Performance,Payment page is very slow,Medium
270,2024-11-30,2024-12-01 06:00:00,1758,MobileApp,Performance,App crashes when logging in,Medium
271,2024-04-15,2024-04-17 03:00:00,1080,WebPortal,Data Integrity,User cannot reset password,Critical
272,2024-05-12,2024-05-13 05:00:00,1899,API,Authentication,Button misaligned on profile page,Low
273,2024-05-17,2024-05-19 08:00:00,1400,MobileApp,Authentication,Database query timeout on report generation,Medium
274,2024-11-25,2024-11-25 17:00:00,1507,API,Data Integrity,Payment page is very slow,Medium
275,2024-12-05,2024-12-07 21:00:00,1545,WebPortal,Data Integrity,App crashes when logging in,Low
276,2024-09-18,2024-09-20 05:00:00,1449,API,Billing,App crashes when logging in,Critical
277,2024-07-23,2024-07-24 19:00:00,1751,Database,Billing,Dropdown not working on checkout page,Medium
278,2024-04-20,2024-04-20 23:00:00,1182,Database,Billing,Payment page is very slow,Low
279,2024-12-01,2024-12-01 16:00:00,1519,API,Data Integrity,Button misaligned on profile page,Critical
280,2024-12-25,2024-12-25 04:00:00,1695,API,Data Integrity,User cannot reset password,Medium
281,2024-10-07,2024-10-09 19:00:00,1863,API,Billing,Dropdown not working on checkout page,Critical
282,2024-07-13,2024-07-14 03:00:00,1092,MobileApp,Data Integrity,Data mismatch between dashboard and export,Medium
283,2024-06-08,2024-06-10 02:00:00,1060,WebPortal,Billing,User cannot reset password,Low
284,2024-05-01,2024-05-03 03:00:00,1402,Database,Billing,Payment page is very slow,Medium
285,2024-10-03,2024-10-03 05:00:00,1465,API,UI,User cannot reset password,Low
286,2024-04-01,2024-04-02 18:00:00,1828,Database,Authentication,Payment page is very slow,Low
287,2024-01-22,2024-01-22 21:00:00,1837,MobileApp,Billing,Payment page is very slow,Low
288,2024-01-01,2024-01-01 05:00:00,1232,API,Performance,App crashes when logging in,Medium
289,2024-01-12,2024-01-13 22:00:00,1545,API,Authentication,Dropdown not working on checkout page,Medium
290,2024-03-18,2024-03-19 21:00:00,1922,Database,Authentication,API returns 500 error when fetching orders,Medium
291,2024-03-13,2024-03-14 02:00:00,1248,API,Authentication,Data mismatch between dashboard and export,High
292,2024-02-16,2024-02-18 08:00:00,1349,Database,Performance,Payment page is very slow,Medium
293,2024-04-16,2024-04-18 15:00:00,1047,API,Authentication,API returns 500 error when fetching orders,Medium
294,2024-03-01,2024-03-02 02:00:00,1803,Database,Data Integrity,App crashes when logging in,Medium
295,2024-09-13,2024-09-13 08:00:00,1624,API,Authentication,Button misaligned on profile page,High
296,2024-12-20,2024-12-22 04:00:00,1718,API,UI,User cannot reset password,Critical
297,2024-10-29,2024-10-31 08:00:00,1725,WebPortal,Data Integrity,Dropdown not working on checkout page,Critical
298,2024-01-14,2024-01-15 04:00:00,1982,MobileApp,Authentication,Data mismatch between dashboard and export,Medium
299,2024-03-18,2024-03-18 02:00:00,1364,Database,UI,Button misaligned on profile page,Medium
300,2024-06-02,2024-06-02 14:00:00,1698,API,Data Integrity,Payment page is very slow,Low
301,2024-11-07,2024-11-07 07:00:00,1002,WebPortal,Performance,App crashes when logging in,Medium
302,2024-04-20,2024-04-20 23:00:00,1749,API,Billing,Dropdown not working on checkout page,Medium
303,2024-12-28,2024-12-28 18:00:00,1505,Database,Billing,API returns 500 error when fetching orders,High
304,2024-10-20,2024-10-20 15:00:00,1191,MobileApp,UI,Dropdown not working on checkout page,High
305,2024-04-28,2024-04-29 04:00:00,1713,Database,Data Integrity,API returns 500 error when fetching orders,Critical
306,2024-02-08,2024-02-10 09:00:00,1272,Database,Data Integrity,App crashes when logging in,Critical
307,2024-08-18,2024-08-19 20:00:00,1536,API,Performance,Button misaligned on profile page,Low
308,2024-05-24,2024-05-24 13:00:00,1211,API,UI,Payment page is very slow,Critical
309,2024-01-25,2024-01-27 20:00:00,1393,Database,Performance,Button misaligned on profile page,Medium
310,2024-03-07,2024-03-07 18:00:00,1110,WebPortal,Data Integrity,User cannot reset password,Critical
311,2024-08-15,2024-08-16 10:00:00,1622,MobileApp,Billing,App crashes when logging in,Medium
312,2024-09-20,2024-09-21 16:00:00,1368,MobileApp,UI,Dropdown not working on checkout page,Medium
313,2024-08-23,2024-08-24 18:00:00,1424,Database,UI,Payment page is very slow,Medium
314,2024-04-10,2024-04-10 06:00:00,1691,API,Performance,Database query timeout on report generation,Low
315,2024-10-08,2024-10-10 16:00:00,1737,API,Authentication,Dropdown not working on checkout page,Low
316,2024-11-10,2024-11-12 22:00:00,1740,WebPortal,Billing,Dropdown not working on checkout page,Medium
317,2024-10-15,2024-10-17 05:00:00,1661,Database,UI,User cannot reset password,High
318,2024-10-03,2024-10-05 22:00:00,1581,WebPortal,Authentication,Payment page is very slow,Medium
319,2024-04-21,2024-04-21 04:00:00,1349,WebPortal,UI,User cannot reset password,Low
320,2024-11-26,2024-11-28 14:00:00,1829,WebPortal,Performance,Payment page is very slow,High
321,2024-12-15,2024-12-16 00:00:00,1822,WebPortal,Performance,Button misaligned on profile page,Low
322,2024-05-16,2024-05-16 03:00:00,1242,MobileApp,Performance,Database query timeout on report generation,Medium
323,2024-01-31,2024-02-01 16:00:00,1228,Database,Data Integrity,User cannot reset password,Low
324,2024-02-05,2024-02-06 00:00:00,1222,API,Performance,Database query timeout on report generation,Critical
325,2024-01-06,2024-01-08 18:00:00,1467,Database,UI,API returns 500 error when fetching orders,Medium
326,2024-08-07,2024-08-07 04:00:00,1846,API,Data Integrity,Payment page is very slow,Medium
327,2024-05-13,2024-05-15 03:00:00,1573,Database,Authentication,App crashes when logging in,Medium
328,2024-07-12,2024-07-12 08:00:00,1025,API,Authentication,Payment page is very slow,Medium
329,2024-06-21,2024-06-22 20:00:00,1644,Database,Billing,App crashes when logging in,Medium
330,2024-11-21,2024-11-22 02:00:00,1117,WebPortal,UI,Database query timeout on report generation,Medium
331,2024-11-19,2024-11-19 19:00:00,1723,MobileApp,Billing,Payment page is very slow,Low
332,2024-08-12,2024-08-12 20:00:00,1112,API,Authentication,Button misaligned on profile page,Critical
333,2024-05-19,2024-05-20 23:00:00,1000,Database,Billing,Button misaligned on profile page,Medium
334,2024-03-30,2024-03-30 14:00:00,1319,API,Billing,Dropdown not working on checkout page,Low
335,2024-02-07,2024-02-08 13:00:00,1893,MobileApp,UI,Payment page is very slow,Medium
336,2024-05-18,2024-05-18 03:00:00,1672,Database,UI,API returns 500 error when fetching orders,Low
337,2024-06-26,2024-06-26 10:00:00,1260,WebPortal,UI,Payment page is very slow,Medium
338,2024-05-17,2024-05-18 20:00:00,1897,WebPortal,UI,API returns 500 error when fetching orders,Low
339,2024-01-13,2024-01-14 16:00:00,1641,Database,Performance,Payment page is very slow,Medium
340,2024-03-24,2024-03-26 17:00:00,1318,Database,UI,Button misaligned on profile page,Medium
341,2024-04-10,2024-04-10 17:00:00,1776,MobileApp,Billing,User cannot reset password,Critical
342,2024-02-07,2024-02-08 11:00:00,1605,API,Performance,Data mismatch between dashboard and export,Medium
343,2024-04-04,2024-04-06 01:00:00,1580,Database,Performance,Data mismatch between dashboard and export,Low
344,2024-11-13,2024-11-15 12:00:00,1235,WebPortal,Authentication,API returns 500 error when fetching orders,Low
345,2024-11-29,2024-11-29 09:00:00,1929,MobileApp,Data Integrity,App crashes when logging in,Medium
346,2024-03-16,2024-03-17 11:00:00,1512,WebPortal,Data Integrity,Dropdown not working on checkout page,High
347,2024-10-22,2024-10-24 16:00:00,1917,WebPortal,Data Integrity,Button misaligned on profile page,Low
348,2024-02-29,2024-03-02 16:00:00,1348,MobileApp,Billing,User cannot reset password,Medium
349,2024-11-23,2024-11-23 11:00:00,1872,WebPortal,Billing,API returns 500 error when fetching orders,Low
350,2024-08-16,2024-08-16 14:00:00,1827,Database,Performance,Data mismatch between dashboard and export,Medium
351,2024-10-12,2024-10-13 11:00:00,1724,Database,Performance,User cannot reset password,Medium
352,2024-06-13,2024-06-13 05:00:00,1850,Database,Billing,API returns 500 error when fetching orders,Low
353,2024-03-18,2024-03-19 02:00:00,1573,Database,Performance,Data mismatch between dashboard and export,Low
354,2024-05-11,2024-05-12 18:00:00,1088,WebPortal,UI,App crashes when logging in,Medium
355,2024-10-22,2024-10-23 15:00:00,1615,API,Data Integrity,Payment page is very slow,Low
356,2024-01-14,2024-01-15 08:00:00,1690,MobileApp,UI,Payment page is very slow,Low
357,2024-05-04,2024-05-05 14:00:00,1864,API,Billing,Button misaligned on profile page,Low
358,2024-01-23,2024-01-25 15:00:00,1142,MobileApp,Performance,Database query timeout on report generation,Low
359,2024-06-01,2024-06-01 17:00:00,1224,MobileApp,Billing,App crashes when logging in,Medium
360,2024-11-04,2024-11-06 03:00:00,1038,API,Performance,Dropdown not working on checkout page,Low
361,2024-07-16,2024-07-16 06:00:00,1578,API,Performance,App crashes when logging in,Medium
362,2024-06-27,2024-06-28 18:00:00,1447,MobileApp,UI,Button misaligned on profile page,High
363,2024-01-15,2024-01-16 05:00:00,1288,API,Billing,Button misaligned on profile page,Low
364,2024-08-18,2024-08-19 03:00:00,1419,Database,Billing,App crashes when logging in,Low
365,2024-06-05,2024-06-06 14:00:00,1440,MobileApp,UI,Data mismatch between dashboard and export,Low
366,2024-04-06,2024-04-07 03:00:00,1950,Database,Authentication,API returns 500 error when fetching orders,High
367,2024-10-15,2024-10-17 20:00:00,1597,MobileApp,Authentication,Data mismatch between dashboard and export,Medium
368,2024-11-17,2024-11-17 10:00:00,1516,Database,Authentication,Payment page is very slow,Low
369,2024-05-02,2024-05-03 14:00:00,1908,Database,Data Integrity,App crashes when logging in,Medium
370,2024-06-07,2024-06-08 23:00:00,1227,WebPortal,Performance,API returns 500 error when fetching orders,Medium
371,2024-12-30,2025-01-01 04:00:00,1695,API,Performance,Dropdown not working on checkout page,High
372,2024-01-15,2024-01-16 05:00:00,1647,MobileApp,Data Integrity,User cannot reset password,Critical
373,2024-09-17,2024-09-18 05:00:00,1046,MobileApp,Billing,Database query timeout on report generation,Critical
374,2024-11-19,2024-11-20 21:00:00,1129,Database,UI,API returns 500 error when fetching orders,Low
375,2024-04-04,2024-04-05 12:00:00,1291,API,Authentication,User cannot reset password,High
376,2024-10-08,2024-10-09 19:00:00,1282,MobileApp,Data Integrity,User cannot reset password,High
377,2024-03-09,2024-03-09 20:00:00,1010,API,Data Integrity,User cannot reset password,Low
378,2024-09-10,2024-09-11 14:00:00,1133,WebPortal,Billing,Database query timeout on report generation,Medium
379,2024-07-18,2024-07-18 23:00:00,1814,WebPortal,Authentication,Database query timeout on report generation,Critical
380,2024-12-11,2024-12-12 22:00:00,1362,WebPortal,Authentication,Data mismatch between dashboard and export,Low
381,2024-08-05,2024-08-05 13:00:00,1615,API,UI,Dropdown not working on checkout page,Low
382,2024-07-28,2024-07-30 12:00:00,1682,Database,UI,App crashes when logging in,Low
383,2024-12-21,2024-12-23 20:00:00,1132,WebPortal,UI,User cannot reset password,Low
384,2024-10-19,2024-10-20 07:00:00,1377,MobileApp,UI,API returns 500 error when fetching orders,High
385,2024-02-20,2024-02-21 05:00:00,1461,API,Billing,Dropdown not working on checkout page,Low
386,2024-10-22,2024-10-23 17:00:00,1725,Database,UI,Button misaligned on profile page,Medium
387,2024-09-23,2024-09-23 23:00:00,1768,Database,UI,API returns 500 error when fetching orders,Low
388,2024-10-28,2024-10-28 21:00:00,1345,Database,Authentication,Dropdown not working on checkout page,Medium
389,2024-04-19,2024-04-20 12:00:00,1181,WebPortal,Data Integrity,API returns 500 error when fetching orders,Medium
390,2024-11-08,2024-11-08 01:00:00,1830,MobileApp,UI,API returns 500 error when fetching orders,Medium
391,2024-02-24,2024-02-25 16:00:00,1910,Database,Performance,Database query timeout on report generation,Medium
392,2024-05-28,2024-05-29 23:00:00,1968,MobileApp,UI,Dropdown not working on checkout page,High
393,2024-11-04,2024-11-04 09:00:00,1201,MobileApp,Authentication,Dropdown not working on checkout page,Medium
394,2024-11-08,2024-11-09 02:00:00,1936,WebPortal,Authentication,Button misaligned on profile page,Low
395,2024-10-17,2024-10-19 15:00:00,1243,Database,Authentication,Button misaligned on profile page,Critical
396,2024-01-25,2024-01-26 14:00:00,1385,API,UI,Dropdown not working on checkout page,Low
397,2024-07-28,2024-07-29 10:00:00,1346,MobileApp,Data Integrity,Button misaligned on profile page,Medium
398,2024-01-17,2024-01-18 19:00:00,1954,API,UI,Database query timeout on report generation,Low
399,2024-12-29,2024-12-31 03:00:00,1181,WebPortal,Data Integrity,User cannot reset password,Medium
400,2024-05-31,2024-06-01 01:00:00,1966,API,Performance,Payment page is very slow,Critical
401,2024-06-28,2024-06-30 22:00:00,1500,WebPortal,Billing,Dropdown not working on checkout page,Low
402,2024-12-09,2024-12-10 09:00:00,1176,MobileApp,UI,API returns 500 error when fetching orders,Low
403,2024-10-11,2024-10-13 15:00:00,1661,WebPortal,Data Integrity,API returns 500 error when fetching orders,Medium
404,2024-06-02,2024-06-03 04:00:00,1881,Database,Performance,Payment page is very slow,High
405,2024-02-18,2024-02-20 23:00:00,1848,MobileApp,Billing,Button misaligned on profile page,Low
406,2024-03-24,2024-03-26 01:00:00,1147,Database,Authentication,User cannot reset password,Medium
407,2024-04-27,2024-04-29 15:00:00,1700,MobileApp,Data Integrity,API returns 500 error when fetching orders,Low
408,2024-12-25,2024-12-27 01:00:00,1326,WebPortal,Performance,User cannot reset password,Medium
409,2024-09-13,2024-09-13 13:00:00,1989,MobileApp,Performance,Button misaligned on profile page,High
410,2024-08-02,2024-08-04 03:00:00,1890,Database,Authentication,User cannot reset password,Medium
411,2024-07-29,2024-07-31 14:00:00,1031,API,Billing,Button misaligned on profile page,Medium
412,2024-06-06,2024-06-07 05:00:00,1304,MobileApp,Authentication,API returns 500 error when fetching orders,Medium
413,2024-10-12,2024-10-12 16:00:00,1423,Database,Data Integrity,Dropdown not working on checkout page,Low
414,2024-01-19,2024-01-19 18:00:00,1768,MobileApp,Performance,User cannot reset password,Medium
415,2024-03-18,2024-03-19 23:00:00,1193,Database,Billing,User cannot reset password,High
416,2024-04-22,2024-04-23 14:00:00,1946,WebPortal,Performance,Dropdown not working on checkout page,Medium
417,2024-11-14,2024-11-14 04:00:00,1896,MobileApp,Authentication,Button misaligned on profile page,Medium
418,2024-09-20,2024-09-21 05:00:00,1054,WebPortal,UI,Data mismatch between dashboard and export,Medium
419,2024-12-24,2024-12-24 03:00:00,1799,API,Authentication,API returns 500 error when fetching orders,High
420,2024-09-22,2024-09-23 10:00:00,1379,API,Performance,API returns 500 error when fetching orders,Medium
421,2024-03-27,2024-03-29 07:00:00,1475,MobileApp,Data Integrity,Button misaligned on profile page,Medium
422,2024-10-14,2024-10-16 02:00:00,1390,WebPortal,Performance,User cannot reset password,Low
423,2024-12-14,2024-12-14 08:00:00,1832,MobileApp,Authentication,Payment page is very slow,Critical
424,2024-11-08,2024-11-10 19:00:00,1983,API,Performance,Dropdown not working on checkout page,Medium
425,2024-09-11,2024-09-13 06:00:00,1760,MobileApp,Billing,API returns 500 error when fetching orders,Medium
426,2024-08-26,2024-08-28 19:00:00,1050,API,Billing,Data mismatch between dashboard and export,Low
427,2024-04-06,2024-04-06 08:00:00,1417,Database,UI,Database query timeout on report generation,Critical
428,2024-10-17,2024-10-18 08:00:00,1119,MobileApp,Performance,Database query timeout on report generation,Medium
429,2024-10-28,2024-10-28 16:00:00,1451,Database,Performance,User cannot reset password,Medium
430,2024-06-13,2024-06-15 06:00:00,1468,API,UI,User cannot reset password,Low
431,2024-08-10,2024-08-12 07:00:00,1943,WebPortal,UI,Payment page is very slow,Medium
432,2024-01-07,2024-01-07 07:00:00,1672,Database,Authentication,API returns 500 error when fetching orders,Medium
433,2024-05-30,2024-05-30 19:00:00,1623,WebPortal,Authentication,App crashes when logging in,High
434,2024-02-05,2024-02-06 05:00:00,1699,Database,Data Integrity,Dropdown not working on checkout page,High
435,2024-03-22,2024-03-22 02:00:00,1896,WebPortal,UI,User cannot reset password,High
436,2024-10-29,2024-10-31 21:00:00,1915,WebPortal,Billing,Database query timeout on report generation,Medium
437,2024-01-11,2024-01-11 02:00:00,1706,API,Billing,App crashes when logging in,Critical
438,2024-04-28,2024-04-28 12:00:00,1531,Database,Data Integrity,Database query timeout on report generation,Low
439,2024-09-17,2024-09-18 13:00:00,1933,WebPortal,Data Integrity,User cannot reset password,Critical
440,2024-09-12,2024-09-12 09:00:00,1225,API,Billing,Database query timeout on report generation,High
441,2024-02-22,2024-02-23 20:00:00,1866,MobileApp,Authentication,Dropdown not working on checkout page,High
442,2024-12-07,2024-12-08 00:00:00,1592,API,UI,Dropdown not working on checkout page,Medium
443,2024-07-20,2024-07-21 06:00:00,1631,Database,Authentication,Data mismatch between dashboard and export,Medium
444,2024-02-28,2024-02-28 14:00:00,1520,API,Authentication,Dropdown not working on checkout page,Medium
445,2024-02-09,2024-02-11 18:00:00,1236,API,Data Integrity,Payment page is very slow,High
446,2024-10-07,2024-10-07 22:00:00,1234,MobileApp,Billing,User cannot reset password,Low
447,2024-01-04,2024-01-05 02:00:00,1441,API,Data Integrity,User cannot reset password,Low
448,2024-01-29,2024-01-30 13:00:00,1074,WebPortal,Data Integrity,Dropdown not working on checkout page,Medium
449,2024-11-21,2024-11-21 18:00:00,1127,MobileApp,Authentication,Button misaligned on profile page,Low
450,2024-12-06,2024-12-07 18:00:00,1355,Database,Data Integrity,Database query timeout on report generation,High
451,2024-02-10,2024-02-11 14:00:00,1033,WebPortal,UI,User cannot reset password,High
452,2024-01-17,2024-01-18 13:00:00,1152,API,Data Integrity,User cannot reset password,Medium
453,2024-03-16,2024-03-17 03:00:00,1824,Database,Data Integrity,API returns 500 error when fetching orders,Medium
454,2024-10-13,2024-10-13 06:00:00,1730,MobileApp,UI,User cannot reset password,Medium
455,2024-06-16,2024-06-16 12:00:00,1748,Database,Data Integrity,API returns 500 error when fetching orders,Low
456,2024-11-04,2024-11-06 23:00:00,1905,MobileApp,Data Integrity,Database query timeout on report generation,High
457,2024-06-21,2024-06-21 17:00:00,1921,WebPortal,Authentication,Database query timeout on report generation,High
458,2024-07-08,2024-07-09 22:00:00,1575,Database,Performance,Data mismatch between dashboard and export,Critical
459,2024-05-09,2024-05-11 06:00:00,1362,MobileApp,Performance,App crashes when logging in,Medium
460,2024-07-11,2024-07-13 03:00:00,1692,Database,Performance,Dropdown not working on checkout page,Medium
461,2024-10-18,2024-10-19 02:00:00,1028,Database,Data Integrity,Database query timeout on report generation,Low
462,2024-05-28,2024-05-28 11:00:00,1295,MobileApp,Performance,Data mismatch between dashboard and export,Medium
463,2024-01-11,2024-01-12 12:00:00,1112,Database,Data Integrity,Dropdown not working on checkout page,Medium
464,2024-07-05,2024-07-06 15:00:00,1743,WebPortal,Billing,User cannot reset password,Medium
465,2024-08-14,2024-08-16 06:00:00,1097,API,Data Integrity,Database query timeout on report generation,High
466,2024-02-24,2024-02-25 00:00:00,1757,WebPortal,UI,API returns 500 error when fetching orders,High
467,2024-03-09,2024-03-11 08:00:00,1288,API,UI,Data mismatch between dashboard and export,Medium
468,2024-09-06,2024-09-07 12:00:00,1750,Database,UI,Database query timeout on report generation,Medium
469,2024-05-27,2024-05-29 14:00:00,1506,API,UI,Payment page is very slow,Medium
470,2024-12-30,2024-12-31 02:00:00,1449,Database,Billing,User cannot reset password,Low
471,2024-03-13,2024-03-14 16:00:00,1016,WebPortal,UI,App crashes when logging in,High
472,2024-05-08,2024-05-10 13:00:00,1938,MobileApp,UI,Database query timeout on report generation,Medium
473,2024-04-13,2024-04-14 18:00:00,1024,Database,Performance,Data mismatch between dashboard and export,Low
474,2024-02-08,2024-02-09 11:00:00,1130,API,Data Integrity,API returns 500 error when fetching orders,High
475,2024-08-16,2024-08-17 20:00:00,1434,WebPortal,Performance,App crashes when logging in,Medium
476,2024-04-11,2024-04-11 12:00:00,1274,WebPortal,Performance,App crashes when logging in,High
477,2024-04-10,2024-04-11 20:00:00,1954,API,Billing,Payment page is very slow,Medium
478,2024-10-31,2024-11-02 13:00:00,1016,WebPortal,Authentication,Button misaligned on profile page,Medium
479,2024-11-25,2024-11-27 09:00:00,1822,Database,Billing,Data mismatch between dashboard and export,Low
480,2024-10-29,2024-10-29 12:00:00,1317,API,UI,API returns 500 error when fetching orders,Medium
481,2024-03-20,2024-03-20 08:00:00,1990,MobileApp,Data Integrity,Data mismatch between dashboard and export,Medium
482,2024-05-28,2024-05-30 22:00:00,1199,MobileApp,Performance,Dropdown not working on checkout page,Low
483,2024-01-25,2024-01-25 12:00:00,1654,WebPortal,Authentication,Dropdown not working on checkout page,Low
484,2024-02-28,2024-02-29 02:00:00,1488,WebPortal,UI,App crashes when logging in,Critical
485,2024-12-30,2024-12-31 02:00:00,1046,MobileApp,UI,API returns 500 error when fetching orders,Medium
486,2024-10-14,2024-10-14 10:00:00,1015,Database,Performance,Database query timeout on report generation,High
487,2024-07-17,2024-07-17 17:00:00,1918,MobileApp,UI,Button misaligned on profile page,Low
488,2024-10-08,2024-10-08 07:00:00,1781,API,Performance,App crashes when logging in,Low
489,2024-11-30,2024-11-30 07:00:00,1136,API,Data Integrity,Data mismatch between dashboard and export,High
490,2024-06-24,2024-06-26 11:00:00,1726,Database,Billing,User cannot reset password,Critical
491,2024-03-22,2024-03-23 15:00:00,1994,MobileApp,Performance,Button misaligned on profile page,Medium
492,2024-04-12,2024-04-12 17:00:00,1525,WebPortal,Authentication,API returns 500 error when fetching orders,Medium
493,2024-06-07,2024-06-08 00:00:00,1994,Database,UI,User cannot reset password,Medium
494,2024-04-17,2024-04-19 12:00:00,1812,MobileApp,UI,User cannot reset password,Medium
495,2024-04-07,2024-04-07 03:00:00,1804,MobileApp,Authentication,Database query timeout on report generation,Medium
496,2024-06-19,2024-06-20 16:00:00,1985,Database,Data Integrity,API returns 500 error when fetching orders,Medium
497,2024-07-01,2024-07-02 15:00:00,1526,API,UI,Data mismatch between dashboard and export,High
498,2024-01-04,2024-01-05 01:00:00,1396,WebPortal,Billing,Button misaligned on profile page,Medium
499,2024-07-28,2024-07-29 09:00:00,1015,API,Billing,Database query timeout on report generation,Low
500,2024-04-17,2024-04-19 18:00:00,1310,WebPortal,Performance,Payment page is very slow,Medium
